Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
China,08-Aug-02,13-Aug-02,6,5,0,Heavy rain,1,522.922,3.496588164,104.103,30.6894
China,08-Aug-02,13-Aug-02,6,5,0,Heavy rain,1,522.922,3.496588164,104.103,30.6894
India,11-Aug-02,13-Aug-02,3,33,0,Heavy rain,1,6762.02,4.307197706,78.5235,30.5622
UK,10-Aug-02,12-Aug-02,3,0,250,Heavy rain,1,61.3685,2.265066763,-0.327314,54.1958
Russia,08-Aug-02,12-Aug-02,5,59,48000,Heavy rain,2,10857.77,5.035740638,38.6654,44.3276
Germany,07-Aug-02,28-Aug-02,22,55,250000,Heavy rain,2,252250.7,7.045285057,13.0294,48.5684
China,06-Aug-02,28-Aug-02,23,124,270000,Heavy rain,1,94511.31,6.337211619,112.817,26.7781
Tajikistan,07-Aug-02,08-Aug-02,2,24,500,Dam Break,1,409.976,2.913788430,72.0219,37.2656
Romania,06-Aug-02,07-Aug-02,2,1,0,Heavy rain,1,16409.15,4.516116081,23.6741,47.0178
South Korea,05-Aug-02,11-Aug-02,7,21,26000,Heavy rain,1,29669.25,5.317404608,125.66,38.8933
China,04-Aug-02,05-Aug-02,2,28,0,Heavy rain,1,5174.6,4.014906780,104.559,35.6268
Pakistan,03-Aug-02,07-Aug-02,5,3,800,Heavy rain,1,1352.07,3.829969181,71.2064,30.0167
China,03-Aug-02,06-Aug-02,4,2,0,Heavy rain,1,6075.26,4.385624860,122.641,40.974
Russia,01-Aug-02,06-Aug-02,6,0,80,Heavy rain,1,1348.91,3.908134225,133.885,45.9346
Vietnam,31-Jul-02,06-Aug-02,7,10,2000,Heavy rain,1,27818.77,5.289435964,103.689,22.1084
Germany,31-Jul-02,08-Aug-02,9,0,0,Torrential rain,1,22266.55,5.301895442,13.2498,50.9544
Romania,30-Jul-02,03-Aug-02,5,2,4000,Heavy rain,1,3417.55,4.232684882,28.3778,44.3828
UK,30-Jul-02,01-Aug-02,3,0,300,Heavy rain,1,1325.62,3.599540303,-1.44462,53.9096
Bulgaria,28-Jul-02,31-Jul-02,4,0,0,Heavy rain,1,8401.28,4.526405451,25.4251,41.8628
South Africa,28-Jul-02,03-Aug-02,7,0,2300,Heavy rain,1,275.312,3.284923181,18.5798,-34.0133
Afghanistan,28-Jul-02,30-Jul-02,3,0,0,Heavy rain,2,3345.25,4.302579830,65.9365,36.3468
USA,27-Apr-02,31-May-02,35,0,0,Snowmelt,1,17605.45,5.789715175,-156.216,62.2333
USA,25-Jul-02,27-Jul-02,3,0,100,Heavy rain,1,2046.79,3.788194541,-80.6862,37.2114
China,21-Jul-02,29-Jul-02,9,15,10000,Heavy rain,2,127556.41,6.360974793,89.0049,46.3429
Yemen,24-Jul-02,26-Jul-02,3,13,0,Heavy rain,1,5161.32,4.189882041,44.008,15.2291
Nigeria,24-Jul-02,26-Jul-02,3,2,0,Heavy rain,1,1657.33,3.696530246,3.28106,6.60559
Iran,23-Jul-02,26-Jul-02,4,6,0,Heavy rain,1,993.753,3.599338444,48.0673,37.6146
Alaska,23-Jul-02,24-Jul-02,2,25,21,Heavy rain,1,1149.17,3.361414276,-135.3,59.6028
Turkey,23-Jul-02,27-Jul-02,5,34,3000,Monsoonal rain,1,15133.75,4.878916560,35.0527,40.0017
Nepal,21-Jul-02,15-Aug-02,26,380,250000,Monsoonal rain,1,15065.71,5.592962951,85.3065,27.6961
Philippines,20-Jul-02,28-Jul-02,9,18,7000,Tropical cyclone,1,12840.76,5.062833238,121.063,14.6693
Russia,20-Jul-02,26-Jul-02,7,0,1500,Heavy rain,1,23877.42,5.223085439,132.38,43.8822
Venezuela,20-Jul-02,31-Jul-02,12,5,50000,Heavy rain,1,224943.54,6.431254772,-69.3067,7.56526
Romania,19-Jul-02,23-Jul-02,5,5,0,Heavy rain,1,5421.41,4.433082257,26.178,47.6469
Slovakia,19-Jul-02,23-Jul-02,5,0,0,Heavy rain,1,2189.04,4.039223702,21.2657,49.059
Iran,20-Jul-02,21-Jul-02,2,3,0,Heavy rain,1,1663.6,3.522078907,57.9285,37.4146
South Africa,19-Jul-02,21-Jul-02,3,8,0,Heavy rain,1,5573.46,4.223246143,27.7078,-31.2427
Vietnam,15-Jul-02,02-Dec-02,141,155,200000,Monsoonal rain,1,46641.08,6.817987711,105.254,10.5017
Nepal,14-Jul-02,16-Jul-02,3,46,0,Monsoonal rain,1,1052.89,3.499504256,86.8796,27.2934
Mongolia,14-Jul-02,16-Jul-02,3,7,0,Heavy rain,1,32885.05,4.994119761,101.339,48.2057
Czech Republic,14-Jul-02,17-Jul-02,4,3,0,Heavy rain,1,1326.28,3.724695212,16.6355,49.5355
Guatemala,13-Jul-02,15-Jul-02,3,2,0,Heavy rain,1,3708.25,4.046290260,-89.74,15.3651
Spain,13-Jul-02,15-Jul-02,3,0,0,Heavy rain,1,353.893,3.025993227,2.68538,39.6197
New Zealand,12-Jul-02,15-Jul-02,4,0,0,Heavy rain,1,6948.68,4.443962303,174.757,-36.9518
Russia,12-Jul-02,16-Jul-02,5,0,2000,Heavy rain,1,49723.18,5.395528900,98.4303,56.0839
Japan,09-Jul-02,11-Jul-02,3,1,10000,Heavy rain,1,1417.53,3.628653514,136.714,35.3059
Greece,08-Jul-02,09-Jul-02,2,1,0,Heavy rain,1,287.878,2.760238472,23.7749,38.0545
Philippines,06-Jul-02,19-Jul-02,14,61,25000,Monsoonal rain,1,20604.45,5.460089062,120.563,15.3403
Nepal,07-Jul-02,09-Jul-02,3,0,0,Heavy rain,1,1921.2,3.760693833,83.3552,27.5752
USA,06-Jul-02,08-Jul-02,3,1,0,Heavy rain,1,712.688,3.330020701,-101.738,41.0922
Yemen,06-Jul-02,08-Jul-02,3,10,0,Heavy rain,1,3902.44,4.068457489,43.7053,15.1817
Columbia,05-Jul-02,08-Jul-02,4,0,18000,Heavy rain,1,1418.55,3.753904639,-70.7849,7.05922
South Korea,05-Jul-02,07-Jul-02,3,4,0,Heavy rain,1,9634.8,4.460963959,128.436,35.0369
China,04-Jul-02,07-Jul-02,4,5,0,Heavy rain,1,4728.5,4.276783385,109.831,37.0417
India,21-Jun-02,28-Aug-02,69,503,15000000,Monsoonal rain,1,276609.37,7.280715978,89.2696,25.8418
China,29-Jun-02,06-Jul-02,8,11,80000,Heavy rain,1,179044.58,6.156051166,110.702,25.0185
Texas,30-Jun-02,23-Jul-02,24,9,4000,Heavy rain,2,134175.48,6.808914395,-98.3593,29.5326
China,30-Jun-02,13-Jul-02,14,0,0,Heavy rain,1,598178.98,6.922959184,115.253,29.6633
Georgia,29-Jun-02,02-Jul-02,4,0,0,Heavy rain,2,13581.27,5.036030370,45.5916,41.7532
India,26-Jun-02,03-Jul-02,8,169,28000,Monsoonal rain,1,170587.72,6.135037752,73.6623,20.8681
Philippines,26-Jun-02,27-Jun-02,2,6,0,Heavy rain,1,2407.79,3.682648602,122.984,8.18196
India,25-Jun-02,26-Jun-02,2,4,11000,Dam Break,1,41.7932,1.922135621,88.9351,22.342
Vietnam,20-Jun-02,23-Jun-02,4,4,0,Heavy rain,1,2182.4,3.940994344,107.069,11.7891
Ireland,22-Jun-02,24-Jun-02,3,0,0,Heavy rain,1,2754.41,3.917149841,-6.1593,54.5643
China,21-Jun-02,25-Jun-02,5,0,0,Heavy rain,1,22455.41,5.050290993,107.99,33.0246
Canada,09-Jun-02,12-Jun-02,4,0,0,Heavy rain,1,5527.39,4.344580100,-94.0435,48.8527
Russia,19-Jun-02,01-Jul-02,13,117,200000,Heavy rain,2,224555.13,6.766296329,43.255,43.9929
New Zealand,21-Jun-02,23-Jun-02,3,1,0,Heavy rain,2,6481.41,4.589820745,175.172,-37.2605
Bangladesh,18-Jun-02,24-Jun-02,7,4,20000,Monsoonal rain,1,18368.62,5.109174570,90.9923,25.2225
China,14-Jun-02,22-Jun-02,9,0,8000,Heavy rain,2,20154.02,5.559634190,110.574,25.3411
China,13-Jun-02,24-Jun-02,12,24,150000,Heavy rain,1,13634.82,5.213830655,116.52,27.8524
Romania,16-Jun-02,18-Jun-02,3,0,0,Heavy rain,1,765.415,3.361018224,24.6069,46.6027
Brazil,12-Jun-02,19-Jun-02,8,0,2000,Heavy rain,1,18939.9,5.180467669,-51.5303,-29.9438
China,15-Jun-02,24-Jun-02,10,53,32000,Heavy rain,1,130291.33,6.114915517,111.824,28.0222
China,12-Jun-02,19-Jun-02,8,11,0,Heavy rain,2,50532.06,5.907686986,118.078,26.5167
Tajikistan,16-Jun-02,18-Jun-02,3,4,0,Heavy rain,1,1160.12,3.541624169,68.8263,38.5499
India,16-Jun-02,22-Jun-02,7,0,25000,Monsoonal rain,1,3790.23,4.423763605,95.3833,27.8034
Cuba,12-Jun-02,16-Jun-02,5,0,30000,Heavy rain,1,15669.48,4.894024589,-79.4307,22.0018
USA,12-Jun-02,14-Jun-02,3,0,0,Heavy rain,1,11377.32,4.533161228,-72.4438,44.533
Russia,12-Jun-02,14-Jun-02,3,0,0,Heavy rain,1,10642.67,4.504171851,47.0419,43.5246
Jamaica,12-Jun-02,16-Jun-02,5,7,400,Heavy rain,1,3012.07,4.177835065,-77.2006,17.9643
Ghana,10-Jun-02,12-Jun-02,3,0,0,Heavy rain,1,867.248,3.415264562,-0.196538,5.64745
Russia,09-Jun-02,15-Jun-02,7,0,0,Heavy rain,1,66440.05,5.667527991,61.5509,55.5516
Vietnam,09-Jun-02,11-Jun-02,3,3,0,Heavy rain,1,1322.87,3.598638422,105.025,22.7803
China,08-Jun-02,18-Jun-02,11,326,300000,Heavy rain,2,252147.97,6.744078157,108.51,33.2088
USA,08-Jun-02,29-Jun-02,22,0,0,Heavy rain,2,47497.79,6.320126080,-95.9064,47.3407
Europe,06-Jun-02,09-Jun-02,4,8,100,Torrential rain,1,103705.05,5.617859897,10.6119,47.137
Honduras,06-Jun-02,13-Jun-02,8,10,4000,Heavy rain,1,2916.82,4.367999616,-87.1782,14.1031
China,23-May-02,22-Jun-02,31,22,0,Heavy rain,2,124885.49,6.888903672,82.5486,43.3672
Uruguay,23-Apr-02,09-May-02,17,0,3600,Heavy rain,1,205292,6.542820947,-55.9505,-32.4864
Syria,04-Jun-02,06-Jun-02,3,22,8000,Dam Break,1,180.881,2.734514205,36.33,35.6527
USA,04-Jun-02,06-Jun-02,3,0,500,Heavy rain,1,43981.36,5.120389909,-91.0233,42.2633
Columbia,04-Jun-02,13-Jun-02,10,17,84000,Heavy rain,1,369952.83,6.568146354,-74.0372,1.78641
USA,30-May-02,01-Jun-02,3,0,0,Heavy rain,2,5261.39,4.499251745,-77.1518,42.8491
Bulgaria,30-May-02,01-Jun-02,3,0,20,Heavy rain,2,70.6637,2.627347624,25.6338,43.0853
Russia,27-May-02,01-Jun-02,6,0,0,Snowmelt,1,358953.75,6.333189745,94.2009,64.8048
Chile,24-May-02,05-Jun-02,13,9,50000,Heavy rain,2,166884.09,6.637388283,-70.1631,-30.1182
Russia,24-May-02,01-Jun-02,9,0,1500,Snowmelt,1,85631.21,5.886874590,131.95,62.8807
Bangladesh,23-May-02,31-May-02,9,0,0,Heavy rain,1,4349.44,4.592675854,91.7747,24.4963
China,22-May-02,29-May-02,8,0,0,Heavy rain,1,156149.14,6.096629584,111.889,27.3326
Nicaragua,23-May-02,05-Jun-02,14,30,9000,Heavy rain,1,79027.31,6.043905235,-86.7391,13.2851
USA,28-May-02,30-May-02,3,0,0,Heavy rain,1,654.578,3.293082660,-75.8722,41.2484
Afghanistan,16-May-02,20-May-02,5,1,0,Heavy rain,1,5753.91,4.458933069,67.0593,34.2866
Paraguay,06-May-02,28-May-02,23,0,1000,Heavy rain,1,52917.92,6.085330601,-57.811,-26.6767
Vietnam,12-May-02,15-May-02,4,6,0,Heavy rain,1,90660.36,5.559477431,104.442,22.052
Oman,10-May-02,12-May-02,3,9,100,Tropical cyclone,2,9461.91,4.754130063,53.5803,17.2473
Madagascar,10-May-02,18-May-02,9,33,5000,Tropical cyclone,2,3852.68,4.841035444,49.1842,-18.2729
Russia,07-May-02,06-Jun-02,31,0,1000,Heavy rain,1,61802.24,6.282365910,64.5783,58.6923
USA,07-May-02,09-May-02,3,0,24,Ice Jams,1,684.754,3.312655833,-157.366,59.4398
USA,07-May-02,08-Jun-02,33,9,100,Heavy rain,1,257337.97,6.929017811,-88.2883,39.1954
Costa Rica,06-May-02,11-May-02,6,0,5600,Heavy rain,2,18667.79,5.350274153,-83.3602,9.94557
Africa,26-Apr-02,28-May-02,33,160,168000,Heavy rain,2,1111282.62,7.865368458,33.5441,-0.075707
USA,02-May-02,08-May-02,7,9,1000,Heavy rain,1,19788.37,5.141508062,-81.9867,37.5469
Kenya,29-Apr-02,02-May-02,4,2,0,Heavy rain,1,3838.09,4.186175146,36.9101,-1.21807
Iran,26-Apr-02,28-Apr-02,3,2,0,Heavy rain,1,283.706,2.929989775,55.4285,37.2799
Russia,26-Apr-02,29-Apr-02,4,0,0,Heavy rain,1,23145.61,4.966528622,156.653,53.5916
Columbia,24-Apr-02,29-Apr-02,6,14,0,Heavy rain,1,483096.37,6.462185025,-75.6732,4.67409
USA,25-Apr-02,27-Apr-02,3,1,32,Heavy rain,2,312.833,3.273463810,-99.3162,32.7318
Russia,22-Apr-02,07-May-02,16,0,6000,Snowmelt,1,191207.86,6.485625724,67.2446,58.0454
Afghanistan,23-Apr-02,26-Apr-02,4,2,2000,Heavy rain,1,3655.95,4.165060239,62.9712,34.6133
Bangladesh,18-Apr-02,29-Apr-02,12,0,0,Dam Break,1,4848.3,4.764770731,91.52,24.9818
Ethiopia,16-Apr-02,21-Apr-02,6,0,4000,Heavy rain,1,282524.65,6.229207596,43.0631,7.3106
Indonesia,17-Apr-02,20-Apr-02,4,19,0,Heavy rain,1,4900.42,4.292293295,120.032,-9.70422
Indonesia,17-Apr-02,19-Apr-02,3,4,0,Heavy rain,1,919.174,3.440518986,108.216,-7.28558
USA,17-Apr-02,22-Apr-02,6,0,300,Heavy rain,2,22335.39,5.428174786,-89.5756,46.4874
Iran,14-Apr-02,16-Apr-02,3,11,0,Heavy rain,1,44882.83,5.129201487,53.3797,32.2875
Saudi Arabia,08-Apr-02,13-Apr-02,6,19,0,Heavy rain,1,22811.32,5.136301667,39.8985,21.0961
Afghanistan,04-Apr-02,07-Apr-02,4,39,2500,Heavy rain,1,1171.11,3.670657681,64.8164,35.8345
Canary Islands,31-Mar-02,02-Apr-02,3,8,400,Heavy rain,1,117.392,2.546759756,-16.2539,28.4785
Tajikistan,25-Mar-02,02-Apr-02,9,0,280,Heavy rain,1,5024.73,4.655355240,69.7335,38.1173
Peru,17-Mar-02,31-Mar-02,15,13,500,Heavy rain,1,13766.51,5.314915114,-70.1647,-15.77
Indonesia,27-Mar-02,30-Mar-02,4,11,500,Heavy rain,1,942.125,3.576168520,97.7451,0.959578
Philippines,21-Mar-02,26-Mar-02,6,35,50000,Heavy rain,1,5284.45,4.501151043,126.216,8.84884
Austria,21-Mar-02,05-Apr-02,16,1,10,Heavy rain,1,2640.21,4.625758454,14.4178,48.2703
Mozambique,18-Mar-02,22-Mar-02,5,0,500,Heavy rain,1,1176.25,3.769469641,39.3032,-15.132
USA,17-Mar-02,24-Mar-02,8,7,2000,Heavy rain,2,40931.32,5.816175733,-83.2183,36.8924
China,10-Mar-02,12-Mar-02,3,0,0,Dam Break,1,1017.36,3.484595913,77.3556,39.6906
Egypt,09-Mar-02,11-Mar-02,3,4,800,Heavy rain,1,564.33,3.228654393,35.4677,23.1932
Ecuador,06-Mar-02,29-Apr-02,55,28,6000,Heavy rain,1,71519.2,6.594785337,-80.0304,-1.74037
Afghanistan,04-Mar-02,08-Mar-02,5,0,0,Dam Break,1,1026.82,3.710464323,67.8694,36.0858
Russia,24-Feb-02,27-Feb-02,4,0,0,Snowmelt,1,4120.28,4.216986722,47.8434,50.8573
Fiji,23-Feb-02,25-Feb-02,3,1,0,Heavy rain,1,1083.91,3.512114478,178.456,-17.7692
Australia,23-Feb-02,01-Mar-02,7,0,32,Heavy rain,2,57867.77,5.908564782,126.014,-18.0598
Brazil,15-Jan-02,02-Apr-02,78,0,0,Heavy rain,1,139112.79,7.035461663,-50.4819,-11.8781
Bolivia,19-Feb-02,21-Feb-02,3,69,850,Heavy rain,1,699.028,3.321615827,-68.1292,-16.5008
Uzbekistan,18-Feb-02,21-Feb-02,4,0,0,Dam Break,1,6836.97,4.436923666,71.4084,40.8259
Indonesia,17-Feb-02,25-Feb-02,9,4,30000,Heavy rain,1,1342.66,4.082208560,109.784,-6.95359
Australia,15-Feb-02,18-Feb-02,4,0,14,Heavy rain,1,47744.36,5.280982067,146.755,-20.269
Russia,15-Feb-02,17-Feb-02,3,0,1200,Heavy rain,1,516.405,3.190111693,42.2864,42.1729
Indonesia,13-Feb-02,23-Feb-02,11,0,15000,Heavy rain,1,809.506,3.949612757,106.855,-6.21263
New Zealand,12-Jan-02,15-Jan-02,4,0,0,Heavy rain,2,8029.25,4.807764967,171.889,-43.8051
Australia,12-Feb-02,23-Feb-02,12,0,0,Heavy rain,1,10361.1,5.094587111,132.042,-14.1158
UK,12-Feb-02,16-Feb-02,5,0,0,Heavy rain,1,2096.93,4.020553937,-3.0139,52.6695
Democratic Republic of Congo,06-Feb-02,08-Feb-02,3,40,2500,Heavy rain,1,203.165,2.784970147,29.1292,-3.31867
Australia,05-Feb-02,09-Feb-02,5,0,0,Heavy rain,1,1984.36,3.996590468,151.113,-33.9204
Peru,04-Feb-02,15-Feb-02,12,6,20000,Heavy rain,1,333296.24,6.602011660,-73.808,-13.4554
Brazil,03-Feb-02,05-Feb-02,3,10,2000,Heavy rain,1,2254.64,3.830198462,-41.6614,-17.771
India,02-Feb-02,05-Feb-02,4,11,0,Heavy rain,1,35586.88,5.153349905,78.7843,10.4517
Indonesia,27-Jan-02,12-Feb-02,17,147,380000,Heavy rain,2,41005.95,6.144325795,112.792,-7.3271
Lithuania,27-Jan-02,02-Feb-02,7,0,0,Snowmelt,1,2866.26,4.302413623,21.5702,55.4566
USA,26-Jan-02,28-Jan-02,3,3,0,Heavy rain,1,655.981,3.294012515,-157.92,21.361
USA,23-Jan-02,29-Jan-02,7,6,0,Heavy rain,1,87111.92,5.785175626,-85.6892,35.6744
Senegal,09-Jan-02,12-Jan-02,4,28,80000,Heavy rain,1,62705.79,5.399367635,-14.6405,15.5553
Indonesia,15-Jan-02,26-Jan-02,12,0,3000,Dam Break,1,809.506,3.987401318,106.855,-6.21263
Indonesia,13-Jan-02,18-Jan-02,6,13,0,Heavy rain,1,4171.44,4.398437252,98.621,3.59078
Iran,11-Jan-02,13-Jan-02,3,11,0,Heavy rain,1,59656.92,5.252782082,53.018,29.6686
Russia,06-Jan-02,23-Jan-02,18,1,3000,Snowmelt,2,9583.71,5.537836164,37.8507,45.5001
Ghana,06-Jan-02,08-Jan-02,3,0,0,Heavy rain,1,867.248,3.415264562,-0.196538,5.64745
Indonesia,08-Jan-02,12-Jan-02,5,22,0,Heavy rain,1,1489.38,3.871975522,103.346,-3.9968
Indonesia,05-Jan-02,07-Jan-02,3,4,240,Heavy rain,1,220.297,2.820129838,125.462,3.6716
Philippines,04-Jan-02,07-Jan-02,4,9,95000,Heavy rain,1,13421.56,4.729862989,125.828,8.25125
Brazil,02-Jan-02,04-Jan-02,3,0,0,Heavy rain,2,776.394,3.668233421,-50.2531,-15.8146
Indonesia,01-Jan-02,04-Jan-02,4,5,300,Heavy rain,1,4558.95,4.260924820,119.618,-5.23305
Romania,02-Jan-02,04-Jan-02,3,0,120,Snowmelt,1,4523.5,4.132595849,22.9156,47.8914
Malawi,29-Dec-01,05-Mar-02,67,1,20000,Heavy rain,1,3859.4,5.412594595,34.7346,-16.1951
China,17-Dec-01,18-Dec-01,2,0,4000,Ice Jams,1,17366.54,4.540743297,108.573,40.7369
France,29-Dec-01,30-Dec-01,2,0,240,Torrential rain,1,9379.12,4.273192088,8.43803,48.1985
Indonesia,28-Dec-01,01-Jan-02,5,9,3000,Heavy rain,1,9125.19,4.659211920,98.8125,3.39927
Syria,27-Dec-01,28-Dec-01,2,3,0,Heavy rain,2,289.427,3.063599034,36.0191,35.5887
Turkey,25-Dec-01,26-Dec-01,2,1,0,Heavy rain,1,6714.07,4.128015860,27.4119,41.1084
Peru,26-Dec-01,29-Dec-01,4,6,20000,Heavy rain,1,272804.86,6.037912094,-73.8067,-3.16741
Brazil,24-Dec-01,25-Dec-01,2,60,2000,Torrential rain,2,9989.55,4.601605916,-43.1082,-22.5628
Morocco,23-Dec-01,26-Dec-01,4,15,300,Heavy rain,1,6405.84,4.408636078,-7.25938,32.9774
Malaysia,22-Dec-01,03-Jan-02,13,11,18000,Heavy rain,1,22936.16,5.474464062,103.134,4.65766
South Africa,19-Dec-01,22-Dec-01,4,3,300,Torrential rain,1,752.424,3.478522631,29.8323,-28.5644
Malaysia,16-Dec-01,19-Dec-01,4,0,1000,Heavy rain,1,17458.8,4.844074381,102.631,5.38603
Democratic Republic of Congo,17-Dec-01,20-Dec-01,4,0,13000,Heavy rain,1,3270,4.116607744,18.3372,0.089204
USA,17-Dec-01,25-Dec-01,9,3,100,Heavy rain,1,45272.89,5.610080728,-91.7958,34.9309
Zimbabwe,16-Dec-01,18-Dec-01,3,0,0,Heavy rain,1,35653.02,5.029217578,31.3674,-21.2908
Serbia,16-Dec-01,18-Dec-01,3,9,600,Torrential rain,1,305.754,2.962493402,27.2043,38.4324
Mozambique,15-Dec-01,16-Dec-01,2,0,0,Heavy rain,1,210.65,2.624591459,35.4403,-23.963
Columbia,13-Dec-01,14-Dec-01,2,8,0,Heavy rain,1,5306.6,4.025846348,-76.3297,3.55472
South Africa,11-Dec-01,12-Dec-01,2,5,100,Heavy rain,1,1935.25,3.587767072,30.242,-26.2199
Philippines,05-Dec-01,07-Dec-01,3,2,10000,Heavy rain,1,2807.36,3.925419362,124.939,10.9806
Malaysia,04-Dec-01,07-Dec-01,4,0,6000,Heavy rain,1,745.636,3.474586859,115.875,5.42363
Turkey,02-Dec-01,09-Dec-01,8,5,570,Heavy rain,1,14875.04,5.075548129,35.3204,36.7277
USA,28-Nov-01,07-Dec-01,10,1,400,Heavy rain,1,132283.24,6.121504824,-89.8684,35.1833
Brazil,19-Nov-01,23-Nov-01,5,12,5000,Heavy rain,1,45214.45,5.354247257,-40.7419,-19.5935
Philippines,19-Nov-01,21-Nov-01,3,0,29000,Heavy rain,1,6244.32,4.272606406,122.957,10.2122
Uganda,15-Nov-01,16-Nov-01,2,0,1200,Heavy rain,1,1218.62,3.386898297,31.7964,-0.145811
USA,15-Nov-01,19-Nov-01,5,10,0,Heavy rain,1,7733.72,4.587358449,-99.8764,29.8942
Algeria,10-Nov-01,14-Nov-01,5,711,24000,Heavy rain,2,977.076,3.989928346,3.06793,36.6831
Cuba,07-Nov-01,15-Nov-01,9,0,250,Heavy rain,1,8801.88,4.898817953,-66.4289,18.2233
Philippines,06-Nov-01,09-Nov-01,4,320,223000,Tropical cyclone,1,612.352,3.389061132,124.709,9.17656
Malaysia,05-Nov-01,12-Nov-01,8,1,0,Heavy rain,1,7155.21,4.757712371,102.092,4.11128
Somalia,01-Nov-01,14-Nov-01,14,0,6000,Heavy rain,1,3907.32,4.738007016,42.5089,0.491533
Rwanda,30-Oct-01,02-Nov-01,4,2,3000,Heavy rain,1,1196.74,3.680059799,29.3907,-1.73326
Nicaragua,26-Oct-01,15-Nov-01,21,19,27118340,Tropical cyclone,1,69951.26,6.167014836,-80.2017,22.3394
Indonesia,17-Oct-01,27-Oct-01,11,20,18000,Heavy rain,1,2095.07,4.362591223,109.763,-7.59454
UK,21-Oct-01,23-Oct-01,3,0,0,Torrential rain,2,5678.73,4.532402471,0.482377,52.0555
Vietnam,20-Oct-01,24-Oct-01,5,39,0,Torrential rain,1,72024.14,5.556448086,108.217,14.4472
France,20-Oct-01,21-Oct-01,2,2,300,Heavy rain,1,3857.12,3.887293146,4.93584,44.9617
Bangladesh,17-Oct-01,19-Oct-01,3,0,1200,Dam Break,1,900.151,3.431436623,89.1688,22.6475
USA,15-Oct-01,19-Oct-01,5,0,0,Heavy rain,1,17273.71,4.936355628,-87.3397,38.9667
India,16-Oct-01,21-Oct-01,6,143,50000,Heavy rain,1,87384.5,5.719585656,79.054,14.8405
Argentina,01-Oct-01,01-Dec-01,62,2,14500,Heavy rain,2,627890.77,7.891305784,-61.2148,-32.8972
North Korea,09-Oct-01,11-Oct-01,3,81,60000,Torrential rain,1,13148.97,4.596012989,127.109,39.7238
Indonesia,08-Oct-01,09-Oct-01,2,0,4000,Heavy rain,1,2257.22,3.654603885,109.305,-7.52386
Nepal,05-Oct-01,07-Oct-01,3,2,800,Tropical cyclone,1,8297.09,4.396047056,87.1208,26.6674
Iran,01-Oct-01,02-Oct-01,2,0,3000,Torrential rain,1,27363.34,4.738199102,54.3165,37.0335
India,30-Sep-01,02-Oct-01,3,12,9000,Torrential rain,1,44526.51,5.125739911,79.1214,16.746
Brazil,29-Sep-01,04-Oct-01,6,13,12000,Torrential rain,1,619667.96,6.570310292,-51.1099,-26.202
Philippines,24-Sep-01,25-Sep-01,2,1,0,Heavy rain,1,6000.64,4.079227568,121.539,18.1538
Mexico,24-Sep-01,02-Oct-01,9,3,38000,Tropical cyclone,1,35716.61,5.507112741,-102.052,18.0925
Iran,19-Sep-01,20-Sep-01,2,1,800,Torrential rain,1,10285.01,4.313234714,54.98,37.3785
China,19-Sep-01,22-Sep-01,4,25,100000,Torrential rain,1,14700.46,4.769390916,104.595,31.0389
Nicaragua,18-Sep-01,21-Sep-01,4,4,800,Torrential rain,1,7805.62,4.494467396,-92.607,15.2301
Taiwan,16-Sep-01,20-Sep-01,5,90,10000,Tropical cyclone,2,2802.78,4.447589010,121.29,24.9949
Italy,14-Sep-01,15-Sep-01,2,2,0,Torrential rain,1,69.4003,2.142391343,14.2544,40.8829
Guinea,18-Aug-01,09-Oct-01,53,11,43500,Heavy rain,2,264055.39,7.447000902,-9.22709,10.5493
Thailand,10-Sep-01,12-Sep-01,3,0,0,Heavy rain,1,14946.03,4.651647104,103.442,16.6646
India,07-Sep-01,24-Sep-01,18,146,30000,Heavy rain,1,30123.95,5.734184423,84.87,26.5321
Brazil,03-Sep-01,04-Sep-01,2,3,2400,Torrential rain,1,13039.84,4.416302258,-53.9487,-31.1727
India,20-Aug-01,11-Sep-01,23,65,300000,Heavy rain,1,35442.06,5.911246792,83.0513,26.7556
Nepal,29-Aug-01,03-Sep-01,6,17,0,Torrential rain,1,563.403,3.528970406,84.7936,27.8394
China,28-Aug-01,09-Sep-01,13,4,50000,Tropical cyclone,1,14470.91,5.274439195,109.503,19.39
Nigeria,27-Aug-01,04-Sep-01,9,200,80000,Dam Break,2,14287.72,5.410235436,8.69841,11.7284
Uganda,20-Aug-01,29-Aug-01,10,0,4000,Heavy rain,1,15804.14,5.198770868,30.0151,0.652639
Vietnam,20-Aug-01,22-Aug-01,3,11,640,Heavy rain,1,23437.85,4.847039025,108.296,12.0911
South Africa,17-Aug-01,03-Sep-01,18,0,15000,Heavy rain,2,1280.11,4.663549791,18.6043,-33.8547
Cambodia,15-Aug-01,19-Nov-01,97,416,1060000,Monsoonal rain,2,74458.22,7.159714380,105.382,11.7684
India,14-Aug-01,15-Aug-01,2,16,0,Heavy rain,1,3009.11,3.779468060,76.1481,32.6061
Chad,19-Aug-01,11-Oct-01,54,100,40000,Torrential rain,1,104251.73,6.750477030,16.2605,9.32666
Philippines,12-Aug-01,14-Aug-01,3,34,79000,Torrential rain,1,31875.75,4.980581667,122.872,7.79888
Thailand,10-Aug-01,25-Aug-01,16,173,10000,Torrential rain,1,4162.8,4.823505529,105.953,18.3607
