Country,Began,Ended,Duration in Days,Dead,Displaced,Main cause,Severity *,Affected sq km,Magnitude (M)**,Longitude of Centroid X,Latitude of Centroid Y
Iran,10-Aug-01,12-Aug-01,3,600,15000,Torrential rain,2,77941.49,5.669919954,56.9063,36.8725
Sudan,06-Aug-01,13-Sep-01,39,5,45000,Heavy rain,1,557928.11,7.337642850,34.4277,14.9967
North Korea,01-Aug-01,04-Aug-01,4,0,10000,Heavy rain,1,5048.01,4.305180198,126.694,38.1066
USA,03-Aug-01,04-Aug-01,2,2,100,Heavy rain,1,19308.47,4.586777857,-83.0259,37.0795
Indonesia,31-Jul-01,01-Aug-01,2,1,3000,Heavy rain,1,2398.54,3.680976961,122.413,-1.31485
Bangladesh,31-Jul-01,01-Sep-01,33,36,2750000,Monsoonal rain,1,190726.68,6.798925389,89.5736,25.9309
Indonesia,31-Jul-01,01-Aug-01,2,108,1500,Heavy rain,2,1267.27,3.704929145,97.7536,0.81588
Nepal,29-Jul-01,01-Aug-01,4,20,100,Monsoonal rain,1,1303.73,3.717247650,81.6241,29.2973
South Korea,29-Jul-01,30-Jul-01,2,3,12000,Torrential rain,1,2231.31,3.649589907,127.063,37.4727
Taiwan,29-Jul-01,30-Jul-01,2,78,0,Tropical cyclone,2,3947.08,4.198335920,121.341,23.5108
Yemen,26-Jul-01,29-Jul-01,4,20,0,Torrential rain,1,10853.46,4.637628201,44.1874,14.5594
China,25-Jul-01,26-Jul-01,2,30,0,Heavy rain,2,6806.28,4.434969803,104.681,34.3591
Poland,20-Jul-01,03-Aug-01,15,30,16000,Torrential rain,1,47892.63,5.856359946,20.8369,49.7291
Pakistan,22-Jul-01,25-Jul-01,4,230,40000,Torrential rain,1,111090.8,5.647738086,73.2608,34.9888
Nicaragua,21-Jul-01,22-Jul-01,2,2,10000,Heavy rain,1,2586.06,3.713668593,-84.2531,12.178
Iran,20-Jul-01,21-Jul-01,2,34,0,Heavy rain,1,7447.29,4.173028261,48.0198,38.6073
USA,17-Jul-01,18-Jul-01,2,3,0,Torrential rain,2,1713.61,3.835971979,-84.5578,39.5376
South Korea,14-Jul-01,15-Jul-01,2,52,572,Torrential rain,1,2231.31,3.649589907,127.063,37.4727
Taiwan,11-Jul-01,13-Jul-01,3,5,0,Tropical cyclone,2,1313.29,3.896511888,120.441,22.6274
China,11-Jul-01,12-Jul-01,2,29,0,Heavy rain,1,18012.88,4.556613151,101.598,36.6745
India,08-Jul-01,10-Aug-01,34,100,2000000,Monsoonal rain,2,105057.29,6.853935106,84.7987,21.0559
USA,08-Jul-01,09-Jul-01,2,2,6000,Heavy rain,2,8533.79,4.533201943,-81.8767,37.8401
Russia,07-Jul-01,13-Jul-01,7,11,20000,Extra-tropical cyclone,2,231499.29,6.510677699,101.959,55.2385
India,04-Jul-01,16-Jul-01,13,86,40000,Monsoonal rain,1,4467.85,4.764041936,76.423,9.72651
Philippines,01-Jul-01,19-Jul-01,19,178,800000,Heavy rain,2,205221.43,6.892006306,110.999,22.9085
Vietnam,03-Jul-01,06-Jul-01,4,32,13000,Torrential rain,2,12941.63,5.015078966,105.853,21.6636
Cameroon,28-Jun-01,29-Jun-01,2,22,1000,Torrential rain,1,1086.73,3.337151652,8.98727,4.4351
Ghana,27-Jun-01,30-Jun-01,4,12,80000,Monsoonal rain,1,417.102,3.222302264,-0.290265,5.67504
East Timor,20-Jun-01,23-Jun-01,4,1,400,Heavy rain,1,373.969,3.174895594,126.949,-8.39564
India,20-Jun-01,21-Jun-01,2,29,0,Monsoonal rain,1,38728.34,4.889058878,71.2868,22.8284
China,19-Jun-01,23-Jun-01,5,66,10000,Heavy rain,1,3605.4,4.255923459,110.217,26.4927
Poland,19-Jun-01,22-Jun-01,4,9,6000,Heavy rain,1,14265.28,4.756340292,18.4902,44.6998
Ecuador,11-Jun-01,20-Jun-01,10,41,8000,Heavy rain,1,3656.59,4.563076267,-79.0662,-4.62266
USA,06-Jun-01,13-Jun-01,8,47,30000,Tropical cyclone,1,32060.65,5.409062310,-93.6825,29.7675
China,06-Jun-01,17-Jun-01,12,100,237000,Heavy rain,1,18915.79,5.356005730,111.647,22.2094
India,05-Jun-01,22-Jun-01,18,15,800000,Monsoonal rain,1,17561.54,5.499835102,92.0058,24.4457
El Salvador,25-May-01,30-May-01,6,2,0,Heavy rain,1,158.746,2.978854041,-89.1824,13.7261
USA,24-May-01,30-May-01,7,0,32,Ice Jams,1,4095.94,4.457451626,-157.137,64.9787
Haiti,16-May-01,18-May-01,3,15,0,Heavy rain,1,7778.67,4.368026602,-72.4737,19.0665
Vietnam,15-May-01,17-May-01,3,2,0,Heavy rain,1,5615.49,4.226508913,107.55,16.3066
Russia,12-May-01,08-Jun-01,28,7,70000,Snowmelt,2,2856609.94,8.204038970,106.619,58.4897
Columbia,08-May-01,10-May-01,3,0,5000,Heavy rain,1,15607.98,4.670467955,-72.9002,6.90285
USA,06-May-01,07-May-01,2,2,0,Heavy rain,1,245.95,2.691876823,-66.841,18.0491
Turkey,07-May-01,08-May-01,2,4,0,Heavy rain,1,1612.25,3.508462381,36.2137,36.1967
Thailand,04-May-01,05-May-01,2,30,4000,Torrential rain,1,19752.41,4.596650087,99.0754,17.965
Russia,01-May-01,17-May-01,17,0,15000,Snowmelt,1,16164.46,5.439010122,56.1937,53.8396
Uruguay,30-Apr-01,02-Jun-01,34,0,5000,Heavy rain,1,6892.57,5.369860102,-56.7353,-30.3332
Belarus,29-Apr-01,01-May-01,3,0,0,Snowmelt,1,17380.55,4.717184770,29.032,52.0567
Poland,22-Apr-01,26-Apr-01,5,0,0,Heavy rain,1,3118.43,4.192906004,19.17,50.7963
Brazil,25-Apr-01,26-Apr-01,2,15,4500,Heavy rain,1,5188.35,4.016059261,-56.4701,-15.449
Peru,25-Apr-01,26-Apr-01,2,9,300,Torrential rain,1,14812.43,4.471656307,-73.9043,-11.8868
USA,15-Apr-01,15-May-01,31,1,4400,Snowmelt,2,63376.98,6.594323230,-90.4728,42.657
Angola,14-Apr-01,15-Apr-01,2,18,300,Heavy rain,1,7432.76,4.172180106,13.5079,-9.01065
France,07-Apr-01,02-May-01,26,0,1029,Heavy rain,2,9209.58,5.680243168,2.36843,50.0468
Angola,02-Apr-01,09-Apr-01,8,20,15800,Heavy rain,1,24779.7,5.297186031,12.4762,-14.9381
Peru,01-Mar-01,21-Mar-01,21,0,10800,Heavy rain,1,17426.57,5.563431210,-69.7653,-16.0622
Portugal,21-Mar-01,22-Mar-01,2,3,200,Heavy rain,1,817.936,3.213749319,-8.54227,41.1654
France,21-Mar-01,28-Mar-01,8,0,1400,Heavy rain,1,78097.03,5.795724505,4.2198,47.6793
Saudi Arabia,17-Mar-01,19-Mar-01,3,6,0,Heavy rain,1,3069.99,3.964258216,46.7364,24.5293
Ecuador,08-Mar-01,10-Mar-01,3,11,1200,Torrential rain,1,2306.25,3.840027638,-80.1188,-0.713264
Australia,08-Mar-01,15-Mar-01,8,3,3000,Heavy rain,2,30877.56,5.693762957,152.865,-29.7152
Spain,06-Mar-01,07-Mar-01,2,1,0,Heavy rain,2,23423.92,4.971719567,-4.18651,42.0216
Germany,04-Mar-01,17-Mar-01,14,8,91000,Heavy rain,2,30197.98,5.927135924,22.6433,47.9334
USA,27-Feb-01,01-Mar-01,3,0,200,Ice Jams,2,24.3252,2.164207670,-90.3139,41.5085
Australia,18-Feb-01,23-Feb-01,6,0,670,Tropical cyclone,1,32095.86,5.284600267,130.974,-16.6038
Bolivia,16-Feb-01,22-Feb-01,7,19,200000,Heavy rain,1,652.467,3.659656591,-63.9475,-19.7861
Philippines,16-Feb-01,19-Feb-01,4,17,98360,Tropical cyclone,1,5961.33,4.377403155,125.845,8.35604
Indonesia,04-Feb-01,18-Feb-01,15,131,81600,Torrential rain,2,22466.71,5.828660734,112.07,2.3929
Australia,01-Feb-01,06-Feb-01,6,1,300,Heavy rain,1,110606.04,5.821930094,151.002,-29.0025
Portugal,26-Jan-01,29-Jan-01,4,6,300,Heavy rain,2,10061.81,4.905766099,-7.66736,40.8045
Bolivia,01-Jan-01,22-Mar-01,81,18,300000,Heavy rain,1,107078.76,6.938188352,-67.148,-14.9061
Malaysia,16-Jan-01,21-Jan-01,6,2,5000,Monsoonal rain,1,17458.8,5.020165640,102.631,5.38603
Kenya,13-Jan-01,14-Jan-01,2,4,0,Heavy rain,1,4356.18,3.940135812,36.9363,-1.25302
France,05-Jan-01,07-Jan-01,3,0,80,Torrential rain,1,3926.12,4.071084824,5.01154,50.3658
Mozambique,01-Jan-01,27-Apr-01,117,146,485000,Tropical cyclone,1,202265.53,7.374107739,33.5624,-16.2016
Croatia,28-Dec-00,30-Dec-00,3,0,2000,Heavy rain,1,1048.13,3.497536406,15.1101,44.9481
Sri Lanka,24-Dec-00,28-Dec-00,5,5,300000,Monsoonal rain,1,13726,4.836513999,81.4009,7.9462
Australia,15-Dec-00,09-Jan-01,26,0,300,Heavy rain,1,225488.61,6.768097957,141.45,-18.2429
Australia,15-Dec-00,09-Jan-01,26,0,300,Heavy rain,1,225488.61,6.768097957,141.45,-18.2429
Brazil,17-Dec-00,26-Dec-00,10,13,2000,Heavy rain,1,578255.57,6.762119825,-44.4235,-20.71
Philippines,08-Dec-00,11-Dec-00,4,11,55000,Tropical cyclone,1,2197.83,3.944054088,122.682,11.3819
Indonesia,03-Dec-00,06-Dec-00,4,9,3000,Torrential rain,2,590.25,3.674125983,116.887,-8.73699
Indonesia,30-Nov-00,03-Dec-00,4,14,30000,Heavy rain,1,6250.2,4.397953906,124.7,1.16835
Tanzania,01-Dec-00,31-Dec-00,31,3600,0,Heavy rain,1,18959.38,5.769185825,33.0966,-3.14683
Iran,30-Nov-00,02-Dec-00,3,0,0,Torrential rain,1,83734.13,5.400023767,48.4834,32.6274
Philippines,30-Nov-00,03-Dec-00,4,12,70000,Heavy rain,1,14310.98,4.757729366,125.231,8.93576
Somalia,20-Nov-00,30-Nov-00,11,0,150000,Heavy rain,1,51402.68,5.752378448,42.2678,-0.057876
Indonesia,21-Nov-00,01-Dec-00,11,243,68682,Torrential rain,1,344410.96,6.578469648,99.8029,1.58123
South Africa,19-Nov-00,23-Nov-00,5,3,3000,Torrential rain,1,25654.42,5.108132205,31.9504,-27.9422
Sri Lanka,18-Nov-00,22-Nov-00,5,3,300000,Monsoonal rain,1,7611.54,4.580442538,81.3113,7.60689
Saudi Arabia,15-Nov-00,18-Nov-00,4,7,300,Heavy rain,1,10793.76,4.635232749,39.7227,21.4998
Venezuela,12-Nov-00,17-Nov-00,6,3,6000,Heavy rain,1,77733.16,5.668757573,-69.3826,10.7955
Canada,08-Nov-00,10-Nov-00,3,0,0,Heavy rain,1,7561.32,4.355718873,-97.1989,49.6165
Indonesia,05-Nov-00,07-Nov-00,3,21,0,Torrential rain,1,7587.63,4.357227400,109.443,-7.63679
Italy,05-Nov-00,07-Nov-00,3,3,30,Heavy rain,1,23851.47,4.854636405,7.74033,44.8503
Philippines,03-Nov-00,05-Nov-00,3,43,668000,Tropical cyclone,1,5875.21,4.246144649,121.177,14.4934
USA,02-Nov-00,03-Nov-00,2,0,100,Heavy rain,1,86.6495,2.238796057,-155.099,19.7397
Taiwan,01-Nov-00,04-Nov-00,4,58,0,Tropical cyclone,1,4476.77,4.253024774,121.616,24.736
UK,29-Oct-00,30-Oct-00,2,13,6000,Heavy rain,2,96949.62,5.588606103,-0.67815,52.675
Indonesia,29-Oct-00,31-Oct-00,3,40,10000,Heavy rain,1,13696.67,4.613736247,108.884,-7.32349
Philippines,28-Oct-00,31-Oct-00,4,41,100000,Torrential rain,1,7059.58,4.450838855,123.715,13.0629
Israel,24-Oct-00,26-Oct-00,3,1,600,Heavy rain,1,3171.9,3.978440742,34.6702,31.8891
Algeria,22-Oct-00,25-Oct-00,4,28,400,Torrential rain,1,101502,5.608534591,-0.678384,34.2249
USA,22-Oct-00,23-Oct-00,2,1,500,Torrential rain,1,313.934,2.797868349,-113.627,33.7958
Spain,20-Oct-00,26-Oct-00,7,8,500,Torrential rain,1,26693.08,5.271496728,-0.537843,39.6859
Italy,14-Oct-00,22-Oct-00,9,37,43000,Torrential rain,2,44552.5,5.904144584,8.74789,45.5709
China,12-Oct-00,18-Oct-00,7,10,200000,Tropical cyclone,2,11165.9,5.194021770,110.075,19.7057
Brazil,12-Oct-00,15-Oct-00,4,6,5000,Heavy rain,1,10254.69,4.612982527,-50.9415,-29.9018
UK,11-Oct-00,14-Oct-00,4,0,1000,Heavy rain,1,5378.47,4.332718742,0.222568,51.0974
Vietnam,10-Oct-00,19-Oct-00,10,23,200000,Monsoonal rain,1,71922.63,5.856865560,107.684,12.2919
Columbia,20-Sep-00,30-Sep-00,11,9,28000,Heavy rain,1,208182.91,6.359837760,-74.7861,7.36097
Belize,01-Oct-00,05-Oct-00,5,14,10621,Torrential rain,1,3925.89,4.292908131,-88.3995,18.2855
Nigeria,20-Sep-00,21-Sep-00,2,0,0,Torrential rain,1,7724.63,4.188907682,3.21802,6.74719
India,18-Sep-00,21-Oct-00,34,1468,24000000,Monsoonal rain,2,155000.88,7.022843077,88.5453,24.0841
Mexico,19-Sep-00,22-Sep-00,4,9,0,Heavy rain,1,12755.85,4.707769395,-100.301,17.2579
France,19-Sep-00,20-Sep-00,2,6,0,Heavy rain,1,18172.83,4.560452560,4.40411,43.8005
Sri Lanka,18-Sep-00,22-Sep-00,5,2,100000,Heavy rain,1,8043.09,4.604392933,80.6155,6.19576
Brazil,16-Sep-00,18-Sep-00,3,3,10000,Heavy rain,1,3054.32,3.962035791,-35.0369,-8.23498
Guatemala,15-Sep-00,17-Sep-00,3,20,1000,Heavy rain,1,13966.79,4.622217858,-90.639,14.9718
Japan,11-Sep-00,17-Sep-00,7,13,100000,Tropical cyclone,1,42969.27,5.478256016,137.306,34.9498
North Korea,31-Aug-00,04-Sep-00,5,42,0,Tropical cyclone,1,16446.57,4.915045342,129.542,41.7853
El Salvador,05-Sep-00,08-Sep-00,4,2,400,Heavy rain,1,8638.21,4.538483749,-88.6266,13.7974
Philippines,04-Sep-00,05-Sep-00,2,3,5000,Heavy rain,1,1633.72,3.514207621,120.916,14.7757
China,01-Sep-00,06-Sep-00,6,47,46000,Heavy rain,1,25899.58,5.191443972,113.483,25.2293
China,28-Aug-00,05-Sep-00,9,0,1300,Heavy rain,1,9210.78,4.918538919,89.3845,28.9955
Cambodia,28-Aug-00,01-Sep-00,5,1139,6574000,Monsoonal rain,2,208158.42,6.318393983,106.195,11.5439
India,30-Aug-00,01-Sep-00,3,40,5000,Heavy rain,1,36854.1,5.043607065,80.0385,19.9343
China,30-Aug-00,10-Sep-00,12,31,14140,Tropical cyclone,1,81863.87,5.992273518,132.058,43.7739
India,29-Aug-00,14-Sep-00,17,578,0,Monsoonal rain,1,223178.01,6.579100322,80.4678,26.9607
South Korea,26-Aug-00,29-Aug-00,4,7,500,Torrential rain,1,27589.36,5.042801617,127.02,35.6681
Ethiopia,10-Aug-00,21-Aug-00,12,9,30000,Heavy rain,1,57517.62,5.838982153,40.6091,10.5157
India,23-Aug-00,31-Aug-00,9,162,3000000,Torrential rain,2,129459.76,6.367407303,79.2098,17.1335
Vietnam,21-Aug-00,28-Aug-00,8,14,400500,Tropical cyclone,1,78305.55,5.796882531,103.811,15.1121
Iran,07-Aug-00,09-Aug-00,3,8,400,Torrential rain,1,16275.53,4.688656395,56.6552,36.5465
Cameroon,03-Aug-00,05-Aug-00,3,3,500,Heavy rain,2,3781.53,4.355818801,9.67812,3.95416
Russia,30-Jul-00,06-Aug-00,8,0,24000,Heavy rain,1,192115.69,6.186652822,134.396,47.1138
Brazil,30-Jul-00,17-Aug-00,19,70,120000,Torrential rain,1,47599.03,5.956351703,-36.2564,-9.17889
India,02-Aug-00,30-Aug-00,29,637,10504000,Monsoonal rain,1,326457.88,6.976225154,94.643,27.094
India,31-Jul-00,04-Aug-00,5,140,4000,Torrential rain,1,12415.81,4.792945062,77.6925,31.806
India,17-Jul-00,30-Jul-00,14,140,0,Monsoonal rain,1,107052.9,6.175726472,74.5207,15.811
Thailand,11-Jul-00,10-Aug-00,31,33,25000,Monsoonal rain,1,119919.56,6.570251720,105.064,11.2426
China,30-Jun-00,10-Jul-00,11,65,88000,Torrential rain,1,107667.89,6.073478887,109.248,27.4163
Philippines,04-Jul-00,10-Jul-00,7,45,800000,Torrential rain,1,11595.06,4.909371040,120.823,14.9292
Bangladesh,19-Jun-00,26-Jun-00,8,14,20000,Monsoonal rain,1,33982.24,5.434341990,89.7361,25.5567
China,17-Jun-00,30-Jun-00,14,18,31000,Monsoonal rain,1,75852.56,6.026098278,119.531,26.3867
Guatemala,06-Jun-00,21-Jun-00,16,16,2600,Heavy rain,1,11567.6,5.267363245,-90.682,14.9726
Columbia,05-Jun-00,07-Jun-00,3,0,0,Heavy rain,1,25753.6,4.887959201,-74.6479,6.87616
Chile,05-Jun-00,16-Jun-00,12,0,41000,Heavy rain,2,84226.48,6.305659893,-71.4062,-34.0886
India,10-Jun-00,16-Jun-00,7,30,50000,Dam Break,2,55286.73,5.888748940,94.7981,27.4268
China,31-May-00,19-Jun-00,20,94,8725,Monsoonal rain,2,114035.69,6.659100786,105.491,32.3632
Vietnam,31-May-00,02-Jun-00,3,0,0,Torrential rain,1,3865.72,4.064351649,108.358,12.1244
Bangladesh,27-May-00,19-Jun-00,24,36,10000,Monsoonal rain,1,40362.73,5.986191774,91.7119,23.5072
Turkey,18-May-00,24-May-00,7,2,0,Heavy rain,1,17085.82,5.077733867,34.8693,41.1558
Columbia,18-May-00,24-May-00,7,9,67500,Heavy rain,1,200560.21,6.147342816,-75.7319,0.948344
Timor,16-May-00,24-May-00,9,126,15000,Heavy rain,2,11422.38,5.313029109,125.334,-9.27811
Philippines,18-May-00,30-May-00,13,6,112000,Tropical cyclone,1,11736.11,5.183467524,120.953,15.2933
Somalia,01-May-00,30-May-00,30,0,3500,Heavy rain,1,46258.96,6.142317119,42.6386,0.422961
USA,06-May-00,09-May-00,4,3,1200,Torrential rain,2,75334.21,5.780082225,-92.2469,37.0091
China,13-Apr-00,17-Apr-00,5,15,0,Heavy rain,1,21168.02,5.024650242,113.381,22.5981
Romania,05-Apr-00,25-Apr-00,21,10,623,Snowmelt,2,116230.15,6.688568089,22.4154,46.7637
USA,29-Mar-00,31-Mar-00,3,3,0,Torrential rain,1,24096.74,4.859079546,-99.9306,33.7394
South Africa,09-Mar-00,15-Mar-00,7,14,0,Heavy rain,1,49106.47,5.536236756,25.6467,-32.7002
Czech Republic,09-Mar-00,11-Mar-00,3,2,0,Snowmelt,1,16470.07,4.693816700,17.9439,49.2438
Argentina,09-Mar-00,17-Mar-00,9,7,15000,Heavy rain,1,782982.74,6.847994698,-64.9075,-27.1696
Australia,06-Mar-00,11-Mar-00,6,1,0,Extra-tropical cyclone,1,536203.12,6.507480587,119.171,-23.5253
Zambia,03-Mar-00,04-Mar-00,2,0,12000,Dam Break,2,8583.8,4.535739581,28.8479,-16.5282
Cambodia,03-Mar-00,04-Mar-00,2,3,0,Dam Break,1,12178.04,4.386607392,106.939,13.7185
Madagascar,17-Feb-00,11-Mar-00,24,200,800000,Tropical cyclone,1,255303.35,6.787267755,47.2957,-15.7826
Australia,18-Feb-00,01-Mar-00,13,1,200,Monsoonal rain,2,468962.97,7.086111900,143.698,-31.2681
USA,18-Feb-00,22-Feb-00,5,8,40,Heavy rain,1,55642.9,5.444379761,-83.55,37.7227
Philippines,28-Jan-00,01-Feb-00,5,23,20000,Torrential rain,1,16784.23,4.923871427,126.1,7.19937
Mozambique,26-Jan-00,27-Mar-00,62,929,733000,Heavy rain,2,439042.75,7.735928495,31.712,-27.8219
Angola,08-Jan-00,15-Jan-00,8,31,70000,Heavy rain,1,47260.45,5.577587840,13.2462,-14.1452
Brazil,01-Jan-00,10-Jan-00,10,40,100000,Heavy rain,1,351934.8,6.546462213,-49.3032,-24.8904
Philippines,25-Dec-99,28-Dec-99,4,8,2000,Heavy rain,1,32003.11,5.107252176,126.238,8.99498
UK,25-Dec-99,27-Dec-99,3,2,200,Heavy rain,1,23629.19,4.850570089,-2.19884,52.2254
South Africa,21-Dec-99,23-Dec-99,3,23,2000,Heavy rain,1,182952.54,5.739459698,30.4617,-29.7176
Italy,15-Dec-99,16-Dec-99,2,5,300,Heavy rain,1,30829.03,4.789989856,14.1524,42.6196
Venezuela,15-Dec-99,20-Dec-99,6,20006,400000,Torrential rain,2,328213.37,6.595337514,-70.5443,9.42058
Columbia,15-Sep-99,15-Dec-99,92,0,771000,Heavy rain,1,199850.29,7.264492610,-73.4589,7.55452
Thailand,04-Dec-99,07-Dec-99,4,0,0,Monsoonal rain,1,157176.83,5.798448517,104.168,14.8223
Somalia,01-Dec-99,06-Dec-99,6,0,0,Heavy rain,1,422129.92,6.403597386,43.3182,0.581347
Vietnam,02-Dec-99,10-Dec-99,9,120,1000000,Heavy rain,2,74776.82,6.129039497,107.876,16.181
Russia,29-Nov-99,02-Dec-99,4,2,0,Heavy rain,1,27470.57,5.040927662,32.7609,60.2789
USA,26-Nov-99,28-Nov-99,3,0,100,Heavy rain,2,18279.39,5.040112949,-124.075,45.1703
Democratic Republic of Congo,29-Nov-99,31-Dec-99,33,2,75000,Torrential rain,2,738830.96,7.688089021,18.6091,0.712298
France,12-Nov-99,15-Nov-99,4,27,3000,Torrential rain,2,91886.28,5.866340657,3.51811,45.2358
India,29-Oct-99,12-Nov-99,15,9803,10000000,Tropical cyclone,2,191940.24,6.760287288,85.3527,21.1735
Ethiopia,30-Oct-99,02-Nov-99,4,34,79000,Torrential rain,1,197601.55,5.897850338,37.5862,3.69145
Vietnam,25-Oct-99,09-Nov-99,16,632,1114000,Tropical cyclone,2,232555.94,6.871677415,107.05,14.986
South Africa,26-Oct-99,28-Oct-99,3,4,300,Torrential rain,1,93379.73,5.447373869,30.0083,-29.1447
Nigeria,26-Oct-99,08-Nov-99,14,50,0,Heavy rain,2,251262.56,6.847285812,11.938,6.60512
Dominican Republic,22-Oct-99,26-Oct-99,5,4,0,Tropical cyclone,1,55652.77,5.444456790,-70.9329,19.5038
Mexico,12-Oct-99,29-Oct-99,18,425,300000,Torrential rain,2,60539.63,6.338342263,-93.2456,18.4562
Nigeria,15-Sep-99,11-Oct-99,27,85,396748,Heavy rain,2,861989.44,7.667895705,5.9793,12.5634
India,24-Sep-99,29-Sep-99,6,45,0,Torrential rain,1,168965.63,6.005949622,88.9474,23.3997
Mexico,12-Sep-99,12-Oct-99,31,160,268200,Tropical cyclone,2,1159286.45,7.856582449,-86.0563,14.8551
China,15-Sep-99,18-Sep-99,4,8,10000,Tropical cyclone,1,177650.73,5.851626988,116.022,24.975
Japan,15-Sep-99,16-Sep-99,2,4,14521,Heavy rain,1,2621.54,3.719586484,135.664,34.5922
USA,14-Sep-99,10-Oct-99,27,68,35000,Tropical cyclone,2,175232.64,6.976008764,-76.7187,38.6028
Niger,07-Sep-99,14-Sep-99,8,7,22000,Torrential rain,1,212066.82,6.229562711,7.555,14.4546
Philippines,10-Sep-99,14-Sep-99,5,1,4500,Torrential rain,1,22628.81,5.053631720,121.73,15.89
El Salvador,10-Sep-99,13-Sep-99,4,4,5000,Heavy rain,1,19146.13,4.884140995,-90.5833,14.8768
Ghana,03-Sep-99,13-Sep-99,11,1,9000,Heavy rain,1,126690.79,6.144137729,1.79199,11.1616
Ethiopia,23-Aug-99,07-Sep-99,16,0,6755,Heavy rain,1,216423.75,6.539424900,39.2098,9.64183
Malaysia,03-Sep-99,07-Sep-99,5,0,2000,Heavy rain,1,29032.52,5.161854738,99.6797,7.6154
China,06-Sep-99,07-Sep-99,2,153,720000,Torrential rain,1,112209.14,5.351058229,117.386,27.0353
Romania,04-Sep-99,08-Sep-99,5,2,80,Torrential rain,1,123874.52,5.791951989,25.6793,46.6241
Mexico,07-Sep-99,08-Sep-99,2,10,1400,Tropical cyclone,1,126001.58,5.401405987,-102.778,19.2674
Russia,30-Aug-99,02-Sep-99,4,2,0,Extra-tropical cyclone,1,97272.46,5.590049891,134.425,45.2732
USA,04-Jul-99,05-Jul-99,2,0,0,Heavy rain,1,29344.17,4.768551826,-92.7549,50.3392
China,21-Aug-99,25-Aug-99,5,1,352,Torrential rain,1,111159.49,5.744916550,113.711,23.4891
Venezuela,17-Aug-99,21-Aug-99,5,0,8000,Tropical cyclone,1,67744.31,5.529842828,-63.8563,8.12201
Chad,01-Aug-99,23-Aug-99,23,0,130000,Torrential rain,1,278827.48,6.807063410,19.552,19.8554
Bangladesh,11-Aug-99,15-Aug-99,5,18,50000,Heavy rain,1,66372.4,5.520957526,90.5917,23.9425
China,12-Aug-99,16-Aug-99,5,77,120000,Torrential rain,1,104528.16,5.718203310,111.384,27.0564
USA,06-Aug-99,08-Aug-99,3,1,0,Heavy rain,1,73290.6,5.342169532,-101.639,43.9886
Iran,08-Aug-99,09-Aug-99,2,6,0,Heavy rain,1,63177.2,5.101590370,47.6599,37.4688
China,04-Aug-99,07-Aug-99,4,8,24000,Torrential rain,1,147169.8,5.769878691,98.9663,30.4623
Cambodia,02-Aug-99,08-Aug-99,7,9,8000,Torrential rain,2,92451.53,6.112042138,106.09,13.4329
Sudan,01-Aug-99,10-Sep-99,41,40,80000,Heavy rain,1,167131.59,6.835842402,32.4508,15.5737
North Korea,30-Jul-99,08-Aug-99,10,152,144000,Tropical cyclone,2,45338.73,5.957499346,128.133,37.5661
Vietnam,24-Jul-99,05-Aug-99,13,46,52000,Torrential rain,2,142575.74,6.569018982,107.245,14.7952
USA,02-Jul-99,24-Jul-99,23,1,1500,Torrential rain,2,56673.45,6.416137483,-94.4195,43.794
Iran,15-Jul-99,27-Jul-99,13,37,8000,Torrential rain,2,31880.32,5.918496020,52.7616,36.7876
China,13-Jul-99,15-Jul-99,3,2,0,Heavy rain,1,35711.45,5.029928739,105.127,36.4956
Australia,14-Jul-99,16-Jul-99,3,3,20,Heavy rain,1,67712.26,5.307788564,151.043,-33.4712
Bangladesh,11-Jul-99,03-Aug-99,24,356,33100003,Monsoonal rain,1,132357.54,6.501959928,89.6291,25.5968
Yugoslavia,09-Jul-99,12-Jul-99,4,7,5000,Torrential rain,1,31125.65,5.095178421,20.1296,45.2537
Romania,09-Jul-99,16-Jul-99,8,16,3225,Heavy rain,1,100811.26,5.906599030,21.9585,47.5891
USA,08-Jul-99,09-Jul-99,2,2,0,Torrential rain,1,4316.89,3.936200978,-118.292,39.3177
Tajikistan,07-Jul-99,12-Jul-99,6,25,3003,Torrential rain,1,87355.4,5.719441007,66.3342,40.1935
China,23-Jun-99,03-Aug-99,42,725,5530000,Heavy rain,1,362133.7,7.182118232,111.673,28.5161
China,25-Apr-99,29-Jun-99,66,49,830000,Heavy rain,1,123894.33,6.912595367,103.202,28.1269
USA,28-Jun-99,05-Jul-99,8,4,50,Torrential rain,1,263026.77,6.323089939,-97.1147,37.6634
Japan,28-Jun-99,30-Jun-99,3,29,14000,Heavy rain,1,50659.28,5.181780268,133.427,34.8414
Mexico,24-Jun-99,28-Jun-99,5,4,15000,Tropical cyclone,1,53032.65,5.423513333,-99.0399,18.0065
Bangladesh,21-Jun-99,06-Jul-99,16,19,100000,Torrential rain,1,71740.1,6.059881960,91.5543,24.721
Romania,22-Jun-99,01-Jul-99,10,19,914,Heavy rain,2,121165.09,6.384407505,25.4239,47.1999
China,12-Jun-99,19-Jun-99,8,27,100000,Heavy rain,1,97849.14,5.893647000,95.886,34.8414
Mexico,14-Jun-99,16-Jun-99,3,12,0,Heavy rain,1,162984.68,5.689268039,-102.409,29.9758
Pakistan,20-May-99,22-May-99,3,168,200000,Tropical cyclone,1,59617.85,5.252497565,69.8959,24.9156
China,26-May-99,23-Jun-99,29,11,0,Heavy rain,1,73327.2,6.327663100,116.149,27.9323
